frame_id,x,y,width,height,diarized_speaker_id,face_id,is_speaking,face_detection_confidence
33,2635.794677734375,740.4213256835938,366.650390625,478.30255126953125,-1,0,False,0.9522876143455505
33,783.829345703125,737.3516845703125,290.8748779296875,371.77685546875,0,1,True,0.9126958847045898
34,2635.919189453125,739.42626953125,367.5126953125,479.146484375,-1,0,False,0.9523969888687134
34,783.6137084960938,737.211181640625,290.97442626953125,371.8739013671875,0,1,True,0.9123170375823975
35,2636.316650390625,738.2842407226562,368.080078125,480.79669189453125,-1,0,False,0.9522048830986023
35,783.8853759765625,737.28515625,290.850341796875,371.841796875,0,1,True,0.9118916392326355
36,2636.9580078125,737.434326171875,368.380859375,481.861572265625,-1,0,False,0.9524546265602112
36,784.3746337890625,737.53271484375,290.7899169921875,371.9290771484375,0,1,True,0.9117923378944397
37,2637.344970703125,736.7619018554688,368.79248046875,483.26861572265625,-1,0,False,0.9524062871932983
37,784.6629638671875,737.645751953125,290.6722412109375,371.99072265625,0,1,True,0.9118762016296387
38,2637.846923828125,736.2041015625,368.85693359375,484.5374755859375,-1,0,False,0.9523578882217407
38,785.2330932617188,737.465087890625,290.77191162109375,372.40380859375,0,1,True,0.9109792113304138
39,2638.1123046875,735.7239379882812,369.12451171875,485.73126220703125,-1,0,False,0.9523800611495972
39,785.730712890625,737.741455078125,290.69384765625,372.294921875,0,1,True,0.9107507467269897
40,2638.440185546875,735.3424682617188,369.34619140625,486.66314697265625,-1,0,False,0.9521010518074036
40,786.2513427734375,738.133544921875,290.4427490234375,371.9351806640625,0,1,True,0.9102075099945068
41,2638.64990234375,734.893310546875,369.49560546875,487.9254150390625,-1,0,False,0.9519718289375305
41,786.6067504882812,738.3997802734375,290.55169677734375,371.806396484375,0,1,True,0.9101391434669495
42,2638.8076171875,734.6548461914062,369.56201171875,488.81707763671875,-1,0,False,0.9519166946411133
42,786.880859375,738.3135986328125,290.877197265625,372.0517578125,0,1,True,0.9095596075057983
43,2638.934326171875,734.338134765625,369.71044921875,489.545166015625,-1,0,False,0.9521769881248474
43,787.3023681640625,738.5183715820312,291.0400390625,372.73797607421875,0,1,True,0.9095558524131775
44,2639.233154296875,734.21728515625,369.5751953125,490.2471923828125,-1,0,False,0.9522562623023987
44,787.7398681640625,738.5490112304688,291.1939697265625,373.59454345703125,0,1,True,0.908009946346283
45,2639.304931640625,734.0552978515625,369.6328125,490.7904052734375,-1,0,False,0.9521905183792114
45,788.2547607421875,739.3782958984375,291.17822265625,373.1387939453125,0,1,True,0.9067317843437195
46,2639.41845703125,734.0138549804688,369.60400390625,491.25140380859375,-1,0,False,0.9521051645278931
46,789.015869140625,740.6242065429688,291.1204833984375,372.06939697265625,0,1,True,0.9059499502182007
47,2639.122802734375,733.9774169921875,369.8095703125,491.529052734375,-1,0,False,0.9518306255340576
47,789.4408569335938,741.780517578125,291.06658935546875,370.5772705078125,0,1,True,0.9049053192138672
48,2638.728515625,734.0586547851562,370.0576171875,491.56488037109375,-1,0,False,0.951785683631897
48,789.9495849609375,742.2455444335938,290.74853515625,369.63385009765625,0,1,True,0.9042692184448242
49,2638.2431640625,733.8958740234375,370.3076171875,491.816650390625,-1,0,False,0.9516074657440186
49,790.285400390625,742.3673095703125,290.716064453125,369.6502685546875,0,1,True,0.9033023118972778
50,2637.6171875,733.9249267578125,370.6171875,492.088134765625,-1,0,False,0.9517741203308105
50,790.5157470703125,742.2598876953125,290.7864990234375,370.1826171875,0,1,True,0.9038026332855225
51,2636.7392578125,734.1382446289062,371.0380859375,492.18365478515625,-1,0,False,0.9519864916801453
51,790.4623413085938,742.2175903320312,291.05572509765625,370.47662353515625,0,1,True,0.9043388366699219
52,2635.788330078125,734.4002685546875,371.48291015625,492.37890625,-1,0,False,0.9517335295677185
52,790.3184814453125,742.0321044921875,291.507080078125,370.902587890625,0,1,True,0.9044660925865173
53,2634.931640625,734.3609008789062,371.63818359375,492.82110595703125,-1,0,False,0.9515561461448669
53,790.1656494140625,742.0263671875,291.7943115234375,371.2313232421875,0,1,True,0.9057836532592773
54,2634.056640625,734.2356567382812,371.78369140625,493.32550048828125,-1,0,False,0.9513088464736938
54,790.1126098632812,742.26123046875,291.85467529296875,371.307861328125,0,1,True,0.906748354434967
55,2633.2119140625,734.158935546875,371.84716796875,493.6251220703125,-1,0,False,0.9511775374412537
55,789.7745361328125,741.9505004882812,292.21923828125,371.95184326171875,0,1,True,0.9088642597198486
56,2632.415283203125,734.2680053710938,371.89013671875,493.71636962890625,-1,0,False,0.9513483047485352
56,789.673828125,741.7951049804688,292.1295166015625,372.55072021484375,0,1,True,0.9103898406028748
57,2631.734619140625,734.2462158203125,371.970703125,494.0032958984375,-1,0,False,0.9513453245162964
57,789.6351318359375,741.8099365234375,291.942138671875,374.1304931640625,0,1,True,0.9124122858047485
58,2631.097412109375,734.1534423828125,372.10498046875,494.1583251953125,-1,0,False,0.9510361552238464
58,789.669677734375,742.143310546875,291.9053955078125,376.0755615234375,0,1,True,0.9120776653289795
59,2630.462646484375,734.0662231445312,372.388671875,494.34259033203125,-1,0,False,0.9508175849914551
59,789.657470703125,742.8859252929688,291.959228515625,375.95904541015625,0,1,True,0.9120393991470337
60,2629.984619140625,734.0911865234375,372.4892578125,494.4853515625,-1,0,False,0.9503909945487976
60,789.8308715820312,743.6657104492188,292.10015869140625,375.25897216796875,0,1,True,0.9103302955627441
61,2629.6552734375,734.1298828125,372.685546875,494.4945068359375,-1,0,False,0.9503976702690125
61,790.3253784179688,744.77880859375,291.75225830078125,374.10400390625,0,1,True,0.9092457890510559
62,2629.3935546875,734.1700439453125,372.7880859375,494.5924072265625,-1,0,False,0.9503024816513062
62,790.6883544921875,745.5849609375,291.684326171875,373.4046630859375,0,1,True,0.9083753228187561
63,2629.099853515625,734.2372436523438,372.923828125,494.69744873046875,-1,0,False,0.9500014781951904
63,791.1409912109375,746.2508544921875,291.5986328125,373.0712890625,0,1,True,0.9067038297653198
64,2628.821044921875,734.2594604492188,372.98046875,494.90728759765625,-1,0,False,0.949621856212616
64,791.3731689453125,746.775146484375,291.3524169921875,372.7293701171875,0,1,True,0.906061589717865
65,2628.67578125,734.0596923828125,373.1796875,495.238037109375,-1,0,False,0.9496181011199951
65,791.3864135742188,747.0863647460938,291.19354248046875,372.41534423828125,0,1,True,0.9062193632125854
66,2628.573974609375,733.843505859375,373.41162109375,495.5623779296875,-1,0,False,0.949571430683136
66,791.1243896484375,746.8465576171875,291.391357421875,372.027587890625,0,1,True,0.9059922099113464
67,2628.488037109375,733.547119140625,373.67333984375,495.864013671875,-1,0,False,0.949566125869751
67,790.7301025390625,746.8201293945312,291.456787109375,371.38775634765625,0,1,True,0.9068325161933899
68,2628.47119140625,733.3430786132812,373.7646484375,495.97259521484375,-1,0,False,0.9495960474014282
68,790.2460327148438,747.9066162109375,291.45318603515625,370.091064453125,0,1,True,0.9083190560340881
69,2628.570556640625,732.9950561523438,373.99169921875,496.19427490234375,-1,0,False,0.9498978853225708
69,789.807861328125,749.3925170898438,291.3450927734375,368.90167236328125,0,1,True,0.9104384779930115
70,2628.8134765625,732.4385375976562,374.30908203125,496.68267822265625,-1,0,False,0.9498302936553955
70,789.3739013671875,750.388671875,291.508544921875,368.089111328125,0,1,True,0.9108947515487671
71,2629.123046875,731.99267578125,374.73974609375,497.23291015625,-1,0,False,0.9498763680458069
71,789.4295654296875,750.8150024414062,291.3565673828125,367.49774169921875,0,1,True,0.9104213714599609
72,2629.574462890625,731.5836181640625,375.0126953125,497.7972412109375,-1,0,False,0.9500664472579956
72,789.5770263671875,750.9321899414062,291.29833984375,367.21112060546875,0,1,False,0.9097927808761597
73,2629.896484375,731.374267578125,375.39794921875,498.7564697265625,-1,0,False,0.9498088955879211
73,789.4132080078125,751.3863525390625,291.159912109375,366.732177734375,0,1,False,0.9109867215156555
74,2630.3125,731.3292846679688,375.49560546875,499.70001220703125,-1,0,False,0.949455976486206
74,789.1644897460938,752.1603393554688,290.95098876953125,365.92608642578125,0,1,False,0.9119285345077515
75,2630.7822265625,731.3773803710938,375.72705078125,500.54217529296875,-1,0,False,0.9494560956954956
75,788.8411865234375,753.032958984375,290.53515625,365.1610107421875,0,1,False,0.9124501943588257
76,2631.2802734375,731.6070556640625,375.80126953125,501.0206298828125,-1,0,False,0.9494885206222534
76,788.3739624023438,754.1881103515625,290.00140380859375,364.3009033203125,0,1,False,0.9141491055488586
77,2631.85791015625,731.56396484375,375.849609375,501.7318115234375,-1,0,False,0.9489565491676331
77,787.7890625,754.6539306640625,290.0987548828125,363.97900390625,0,1,False,0.9142783284187317
78,2631.45263671875,734.1093139648438,375.5810546875,498.24468994140625,-1,0,False,0.9493936896324158
78,787.1289672851562,754.8082885742188,290.54815673828125,363.89642333984375,0,1,False,0.9142148494720459
79,2631.54052734375,735.037109375,375.82373046875,497.35791015625,-1,0,False,0.9495958089828491
79,787.048828125,755.027587890625,290.724853515625,364.0584716796875,0,1,False,0.9148738384246826
80,2631.811279296875,735.3629760742188,376.0048828125,497.42132568359375,-1,0,False,0.9497914910316467
80,786.9169921875,755.2628784179688,290.7994384765625,364.16705322265625,0,1,False,0.9152945876121521
81,2632.13623046875,735.5990600585938,376.08837890625,497.78643798828125,-1,0,False,0.9498845338821411
81,787.2532958984375,755.639404296875,291.1253662109375,364.1573486328125,0,1,False,0.9138558506965637
82,2632.5400390625,735.7279663085938,376.20751953125,498.30242919921875,-1,0,False,0.9500650763511658
82,788.0293579101562,756.342041015625,291.21124267578125,364.3013916015625,0,1,False,0.9130014777183533
83,2632.7861328125,735.7777709960938,376.427734375,498.90338134765625,-1,0,False,0.9502150416374207
83,788.7788696289062,756.9788208007812,291.58575439453125,364.79534912109375,0,1,False,0.9115365147590637
84,2632.9833984375,735.7527465820312,376.642578125,499.56219482421875,-1,0,False,0.9502979516983032
84,789.552978515625,757.3921508789062,291.909423828125,365.25286865234375,0,1,False,0.90903639793396
85,2633.15625,735.9598388671875,376.5400390625,500.2083740234375,-1,0,False,0.9503182172775269
85,790.1204833984375,757.88134765625,291.780029296875,365.3553466796875,0,1,False,0.907846212387085
86,2633.36328125,736.2137451171875,376.0712890625,501.6912841796875,-1,0,False,0.950475811958313
86,790.6500244140625,758.3218994140625,291.3486328125,365.2467041015625,0,1,False,0.9080907702445984
87,2633.86474609375,736.62841796875,375.267578125,505.17919921875,-1,0,False,0.9497933387756348
87,790.918212890625,758.2827758789062,291.236328125,365.40802001953125,0,1,False,0.9074353575706482
88,2634.57373046875,738.0308837890625,374.0263671875,507.308837890625,-1,0,False,0.9493438005447388
88,791.4645385742188,758.5531616210938,290.40643310546875,365.57037353515625,0,1,False,0.9060234427452087
89,2635.53564453125,739.984619140625,372.8359375,507.4287109375,1,0,True,0.9490059614181519
89,791.2197265625,758.9093017578125,290.2371826171875,365.576904296875,0,1,False,0.9072823524475098
90,2636.505859375,742.79052734375,372.5380859375,506.8199462890625,1,0,True,0.9475437998771667
90,790.88916015625,759.4122314453125,290.292236328125,365.265869140625,0,1,False,0.907053530216217
91,2638.06298828125,746.3690795898438,371.0986328125,504.97369384765625,1,0,True,0.9498828053474426
91,790.6083374023438,759.657470703125,290.34271240234375,365.0338134765625,0,1,False,0.9070472717285156
92,2640.844482421875,753.409912109375,370.89794921875,502.4906005859375,1,0,True,0.956012487411499
92,790.3697509765625,759.9423828125,290.2073974609375,364.872802734375,0,1,False,0.9068636894226074
93,2644.721435546875,761.1066284179688,369.54296875,499.79693603515625,1,0,True,0.9550260901451111
93,790.1336669921875,760.0234375,290.3931884765625,364.8232421875,0,1,False,0.9056336283683777
94,2649.24951171875,768.5134887695312,368.1259765625,496.84088134765625,1,0,True,0.9486443996429443
94,790.0693359375,760.218505859375,290.356689453125,364.590087890625,0,1,False,0.9047964215278625
95,2654.673583984375,774.0567626953125,364.60791015625,494.107177734375,1,0,True,0.9473384618759155
95,790.263916015625,760.501953125,290.165283203125,364.4447021484375,0,1,False,0.9036667346954346
96,2658.6416015625,777.419677734375,361.8642578125,491.9102783203125,1,0,True,0.9442684650421143
96,790.4581909179688,760.782958984375,289.89874267578125,364.319091796875,0,1,False,0.9030500650405884
97,2660.2001953125,777.50390625,360.79443359375,491.888671875,1,0,True,0.943524956703186
97,790.8411865234375,760.5873413085938,289.6373291015625,364.44024658203125,0,1,False,0.9014378190040588
98,2657.2373046875,775.2423095703125,363.328125,492.5859375,1,0,True,0.9467024207115173
98,791.8759765625,760.3116455078125,288.644775390625,364.547607421875,0,1,False,0.8999267816543579
99,2651.74560546875,772.5574951171875,367.115234375,491.94384765625,1,0,True,0.9499619007110596
99,792.4931030273438,760.2536010742188,288.03399658203125,364.54608154296875,0,1,False,0.9001429080963135
100,2646.58642578125,768.25390625,367.7939453125,491.0186767578125,1,0,True,0.9562231302261353
100,792.8013916015625,759.9781494140625,287.9337158203125,364.8115234375,0,1,False,0.9010931849479675
101,2639.795166015625,763.03271484375,368.2001953125,492.2039794921875,1,0,True,0.961036205291748
101,792.84375,759.8493041992188,287.85986328125,364.86041259765625,0,1,False,0.9021337628364563
102,2635.408447265625,759.6168823242188,366.34716796875,490.89239501953125,1,0,True,0.9604617357254028
102,792.8621826171875,759.5493774414062,287.809326171875,365.05926513671875,0,1,False,0.9033755660057068
103,2630.939208984375,758.2337646484375,364.43212890625,488.6944580078125,1,0,True,0.9563961625099182
103,792.708984375,759.3766479492188,287.9739990234375,365.03179931640625,0,1,False,0.9032043218612671
104,2624.840087890625,757.8674926757812,363.35546875,487.82391357421875,1,0,True,0.9552052021026611
104,792.2847900390625,758.9348754882812,288.5164794921875,365.33856201171875,0,1,False,0.9038482308387756
105,2618.310302734375,756.527099609375,363.9541015625,489.430419921875,1,0,True,0.9527491331100464
105,791.6234741210938,757.973876953125,289.37506103515625,366.1585693359375,0,1,False,0.9047858715057373
106,2611.85498046875,754.1907958984375,365.41259765625,492.9036865234375,1,0,True,0.9488285779953003
106,791.0521240234375,756.95654296875,289.9786376953125,367.025146484375,0,1,False,0.9074965119361877
107,2607.058349609375,752.73974609375,366.13671875,494.932861328125,1,0,True,0.9469626545906067
107,790.458984375,756.4034423828125,290.228515625,367.4300537109375,0,1,False,0.9099150896072388
108,2604.336669921875,752.16552734375,366.58544921875,495.7589111328125,1,0,True,0.9465303421020508
108,789.4744873046875,756.528076171875,290.1671142578125,367.129150390625,0,1,False,0.912540853023529
109,2604.556640625,751.61669921875,366.13720703125,496.3551025390625,1,0,True,0.9457060098648071
109,788.5342407226562,756.7357177734375,290.45574951171875,366.61474609375,0,1,False,0.9123570919036865
110,2606.838134765625,751.2042846679688,364.9375,496.40374755859375,1,0,True,0.9453561305999756
110,787.9953002929688,757.2006225585938,290.47125244140625,366.23345947265625,0,1,False,0.9130348563194275
111,2610.437744140625,751.0357666015625,362.7158203125,498.43359375,1,0,True,0.9491812586784363
111,786.85009765625,757.6141357421875,290.4759521484375,366.0789794921875,0,1,False,0.9145495891571045
112,2612.8603515625,750.0413208007812,362.07421875,504.61285400390625,1,0,True,0.9509320259094238
112,786.29150390625,757.760009765625,290.280029296875,365.800537109375,0,1,False,0.9146106839179993
113,2613.037841796875,749.5579833984375,362.2001953125,510.7061767578125,1,0,True,0.9517389535903931
113,785.773681640625,757.9007568359375,290.2137451171875,365.3116455078125,0,1,False,0.9146207571029663
114,2610.511474609375,749.8259887695312,363.33837890625,518.7396850585938,1,0,True,0.9505857229232788
114,785.390625,757.61083984375,290.2374267578125,365.3203125,0,1,False,0.9147036671638489
115,2608.193359375,752.18408203125,364.62109375,525.584228515625,1,0,True,0.9472211003303528
115,785.1690673828125,757.570068359375,290.139404296875,365.051025390625,0,1,False,0.9153698682785034
116,2606.467529296875,756.4290771484375,365.91259765625,526.5594482421875,1,0,True,0.9461040496826172
116,784.757080078125,757.1348266601562,290.206298828125,365.43878173828125,0,1,False,0.9168683290481567
117,2606.5078125,761.125244140625,366.11181640625,520.696044921875,1,0,True,0.9456107020378113
117,784.5338134765625,756.7889404296875,290.3353271484375,365.604248046875,0,1,False,0.9153815507888794
118,2607.89892578125,764.8160400390625,365.4765625,512.410888671875,1,0,True,0.9500584602355957
118,784.2484130859375,756.4032592773438,290.5809326171875,366.06866455078125,0,1,False,0.9159923791885376
119,2610.948486328125,766.400634765625,365.42919921875,505.9390869140625,1,0,True,0.9539721608161926
119,784.1787719726562,755.9529418945312,290.96551513671875,366.62969970703125,0,1,False,0.9157602190971375
120,2615.501708984375,768.1361694335938,365.236328125,501.21148681640625,1,0,True,0.9579426646232605
120,783.9378051757812,755.6695556640625,291.20501708984375,366.74951171875,0,1,False,0.9167616963386536
121,2622.1787109375,769.2925415039062,363.4677734375,498.61322021484375,1,0,True,0.9610140919685364
121,783.5654296875,755.2295532226562,291.46728515625,367.04193115234375,0,1,False,0.917280375957489
122,2628.47314453125,769.879150390625,362.86572265625,497.1158447265625,1,0,True,0.9619231224060059
122,783.1793823242188,755.08447265625,291.66632080078125,366.6539306640625,0,1,False,0.9172787070274353
123,2635.570068359375,770.2213745117188,361.6025390625,493.52447509765625,1,0,True,0.9612669348716736
123,782.9321899414062,755.24072265625,291.69219970703125,365.8099365234375,0,1,False,0.9173815846443176
124,2643.096923828125,769.1619873046875,360.671875,489.3140869140625,1,0,True,0.9539540410041809
124,782.9544067382812,755.2462158203125,291.49334716796875,365.162841796875,0,1,False,0.9182332754135132
125,2650.906494140625,766.5492553710938,359.9873046875,486.39361572265625,1,0,True,0.9421902298927307
125,783.0797119140625,755.4229736328125,291.3907470703125,364.479248046875,0,1,False,0.9169967174530029
126,2659.529296875,761.1217041015625,358.3896484375,490.2926025390625,1,0,True,0.9386129379272461
126,783.3712158203125,755.7866821289062,291.1607666015625,363.92156982421875,0,1,False,0.9170204401016235
127,2668.43701171875,758.2401123046875,356.06201171875,494.15576171875,1,0,True,0.9365139007568359
127,783.4512329101562,756.1453857421875,291.09246826171875,363.0941162109375,0,1,False,0.917828381061554
128,2676.53759765625,757.032470703125,353.31494140625,495.5423583984375,1,0,True,0.936409592628479
128,783.6580200195312,756.4882202148438,290.78045654296875,362.32379150390625,0,1,False,0.9185212850570679
129,2682.02880859375,756.9193115234375,352.458984375,495.9166259765625,1,0,True,0.9378253817558289
129,783.843017578125,756.858642578125,290.6453857421875,361.33984375,0,1,False,0.9173356294631958
130,2686.61328125,756.7701416015625,352.447265625,495.77734375,1,0,True,0.9387887716293335
130,784.05712890625,757.1729736328125,290.59228515625,360.3560791015625,0,1,False,0.9158281087875366
131,2690.726318359375,755.367431640625,352.92626953125,495.57470703125,1,0,True,0.9366626739501953
131,784.0406494140625,757.0195922851562,290.5111083984375,360.46502685546875,0,1,False,0.9169154167175293
132,2694.474609375,754.369140625,352.1884765625,494.5159912109375,1,0,True,0.9368013143539429
132,784.0169677734375,756.7752685546875,290.2374267578125,360.9454345703125,0,1,False,0.9183788895606995
133,2697.71142578125,753.381591796875,351.908203125,493.2926025390625,1,0,True,0.9362124800682068
133,784.1192626953125,756.83544921875,290.0933837890625,360.92529296875,0,1,False,0.9175422787666321
134,2700.32958984375,751.90966796875,351.501953125,491.7493896484375,1,0,True,0.9352470636367798
134,784.239990234375,757.4805297851562,289.9033203125,360.53570556640625,0,1,False,0.9176909327507019
135,2702.943115234375,750.3419799804688,350.708984375,489.72418212890625,1,0,True,0.9322607517242432
135,784.554931640625,758.8777465820312,289.7236328125,359.63592529296875,0,1,False,0.9135923981666565
136,2706.037109375,749.0681762695312,350.6064453125,487.20281982421875,1,0,True,0.9313607215881348
136,784.64892578125,759.9287719726562,290.146484375,359.59124755859375,0,1,False,0.9153961539268494
137,2709.776123046875,748.4664916992188,350.0947265625,484.32867431640625,1,0,True,0.9310975670814514
137,784.635986328125,761.0198974609375,290.56689453125,359.2181396484375,0,1,False,0.9142789244651794
138,2714.11669921875,748.5506591796875,348.92919921875,479.99609375,1,0,True,0.9312427043914795
138,784.9454956054688,760.8351440429688,290.57135009765625,359.72467041015625,0,1,False,0.9150272011756897
139,2719.037841796875,748.6568603515625,347.61865234375,475.8162841796875,1,0,True,0.933620035648346
139,785.4620971679688,758.52880859375,290.13226318359375,359.9644775390625,0,1,False,0.9137267470359802
140,2725.526611328125,748.2384643554688,343.48095703125,472.27130126953125,1,0,True,0.937936007976532
140,786.4525146484375,753.705810546875,290.642578125,361.0899658203125,0,1,False,0.9076056480407715
141,2730.0859375,747.9522094726562,342.0576171875,471.53558349609375,1,0,True,0.9411811232566833
141,787.5223388671875,745.047119140625,290.821044921875,366.2042236328125,0,1,False,0.9069022536277771
142,2733.685546875,747.3473510742188,342.17431640625,472.96392822265625,1,0,True,0.9433826804161072
142,789.0062866210938,742.6233520507812,289.78961181640625,363.59271240234375,0,1,False,0.90658038854599
143,2736.507568359375,745.7564086914062,342.54443359375,475.06658935546875,1,0,True,0.9433509707450867
143,790.50732421875,740.9292602539062,289.3111572265625,361.93621826171875,0,1,False,0.909307599067688
144,2738.688232421875,745.1160888671875,343.255859375,476.2823486328125,1,0,True,0.9448436498641968
144,791.5006103515625,740.0925903320312,289.1536865234375,361.61334228515625,0,1,False,0.90853351354599
145,2740.10546875,745.6277465820312,343.49658203125,476.74969482421875,1,0,True,0.9453724026679993
145,791.6988525390625,740.9398803710938,289.097412109375,361.67047119140625,0,1,False,0.9066709280014038
146,2741.196533203125,746.1549072265625,343.759765625,477.053466796875,1,0,True,0.9448831081390381
